caseid,closure_type,closure_reason
20183005714,,
20183005711,,
20183005710,Client Recess,1 - Client lost
20183005707,,
20183005705,,
20183005703,,
20183005701,,
20183005700,,
20183005699,,
20183005697,,
20183005696,,
20183005695,,
20183005694,,
20183005693,,
20183005692,,
20183005690,,
20183005689,,
20183005688,,
20183005687,,
20183005685,,
20183005679,,
20183005676,,
20183005674,,
20183005672,,
20183005670,,
20183005668,,
20183005667,,
20183005666,,
20183005665,,
20183005663,,
20183005662,,
20183005657,,
20183005661,,
20183005656,,
20183005655,,
20183005653,,
20183005652,,
20183005650,,
20183005648,,
20183005647,,
20183005645,,
20183005642,,
20183005641,,
20183005640,,
20183005638,,
20183005637,,
20183005636,,
20183005635,,
20183005634,,
20183005631,,
20183005630,,
20183005629,,
20183005627,,
20183005625,,
20183005624,,
20183005623,,
20183005620,,
20183005618,,
20183005616,,
20183005613,,
20183005609,,
20183005605,,
20183005604,,
20183005603,,
20183005602,,
20183005600,,
20183005598,,
20183005595,,
20183005594,,
20183005592,,
20183005588,,
20183005586,,
20183005585,,
20183005584,,
20183005575,,
20183005573,,
20183005569,,
20183005572,,
20183005568,,
20183005567,,
20183005566,,
20183005563,,
20183005562,,
20183005560,,
20183005553,,
20183005550,,
20183005541,,
20183005537,,
20183005536,,
20183005535,,
20183005533,,
20183005530,,
20183005529,,
20183005528,,
20183005527,,
20183005523,,
20183005526,,
20183005518,,
20183005516,,
20183005511,,
20183005510,,
20183005508,,
20183005507,,
20183005504,,
20183005499,,
20183005498,,
20183005496,,
20183005485,,
20183005483,,
20183005482,,
20183005481,,
20183005478,,
20183005476,,
20183005474,,
20183005469,,
20183005467,,
20183005461,,
20183005459,,
20183005458,,
20183005457,,
20183005452,,
20183005450,,
20183005447,,
20183005445,,
20183005444,,
20183005443,,
20183005442,,
20183005441,,
20183005435,,
20183005434,,
20183005430,,
20183005426,,
20183005424,,
20183005421,,
20183005420,,
20183005412,,
20183005411,,
20183005409,,
20183005407,,
20183005402,,
20183005401,,
20183005399,,
20183005398,,
20183005395,,
20183005392,,
20183005391,,
20183005388,,
20183005387,,
20183005370,,
20183005366,,
20183005363,,
20183005357,,
20183005356,,
20183005355,,
20183005352,,
20183005350,,
20183005351,,
20183005346,,
20183005344,,
20183005345,,
20183005340,,
20183005338,,
20183005335,,
20183005333,,
20183005332,,
20183005328,,
20183005327,,
20183005326,,
20183005325,,
20183005324,,
20183005323,,
20183005320,,
20183005318,,
20183005316,,
20183005315,,
20183005314,,
20183005313,,
20183005310,,
20183005308,,
20183005307,,
20183005306,,
20183005305,,
20183005301,,
20183005300,,
20183005299,,
20183005298,,
20183005295,,
20183005294,,
20183005293,,
20183005289,,
20183005287,,
20183005285,,
20183005284,,
20183005282,,
20183005281,,
20183005280,,
20183005278,Inheritance,
20183005277,,
20183005275,,
20183005274,,
20183005268,,
20183005267,,
20183005265,,
20183005264,,
20183005263,,
20183005258,,
20183005257,,
20183005255,,
20183005254,,
20183005253,,
20183005252,,
20183005251,,
20183005248,,
20183005245,,
20183005243,,
20183005241,,
20183005240,,
20183005238,,
20183005235,,
20183005234,,
20183005230,,
20183005228,,
20183005225,,
20183005224,,
20183005223,,
20183005222,,
20183005221,,
20183005220,,
20183005219,,
20183005217,,
20183005216,,
20183005215,,
20183005214,,
20183005213,,
20183005212,,
20183005211,,
20183005210,,
20183005208,,
20183005207,,
20183005206,,
20183005203,,
20183005202,,
20183005201,,
20183005197,,
20183005196,,
20183005195,,
20183005194,,
20183005192,,
20183005190,,
20183005189,,
20183005186,,
20183005183,,
20183005182,,
20183005180,,
20183005176,,
20183005175,,
20183005173,,
20183005172,,
20183005169,,
20183005164,,
20183005159,,
20183005154,,
20183005152,,
20183005151,,
20183005150,,
20183005149,,
20183005147,,
20183005143,,
20183005142,,
20183005140,,
20183005137,,
20183005136,,
20183005133,,
20183005132,,
20183005131,,
20183005128,,
20183005126,,
20183005123,,
20183005122,,
20183005108,,
20183005121,,
20183005115,,
20183005109,,
20183005107,,
20183005106,,
20183005104,,
20183005100,,
20183005098,,
20183005094,,
20183005091,,
20183005088,,
20183005084,,
20183005083,,
20183005082,,
20183005081,,
20183005080,,
20183005079,,
20183005078,,
20183005077,,
20183005074,,
20183005073,,
20183005072,,
20183005070,,
20183005062,,
20183005060,,
20183005059,,
20183005058,,
20183005056,,
20183005054,,
20183005050,,
20183005048,,
20183005047,,
20183005046,,
20183005045,,
20183005044,,
20183005042,,
20183005040,,
20183005038,,
20183005036,,
20183005035,,
20183005032,,
20183005031,,
20183005028,,
20183005026,,
20183005025,,
20183005023,,
20183005021,,
20183005020,,
20183005017,,
20183005016,,
20183005013,,
20183005012,,
20183005010,,
20183005008,,
20183005004,,
20183004999,,
20183004997,,
20183004995,,
20183004992,,
20183004989,,
20183004988,,
20183004987,,
20183004986,,
20183004985,,
20183004984,,
20183004982,,
20183004981,,
20183004980,,
20183004979,,
20183004976,,
20183004974,,
20183004973,,
20183004972,,
20183004971,,
20183004968,,
20183004965,,
20183004963,,
20183004964,,
20183004960,,
20183004958,,
20183004957,,
20183004952,,
20183004951,,
20183004950,,
20183004948,,
20183004947,,
20183004946,,
20183004944,,
20183004941,,
20183004939,,
20183004937,,
20183004936,,
20183004935,,
20183004934,,
20183004930,,
20183004928,,
20183004926,,
20183004925,,
20183004919,,
20183004916,,
20183004914,,
20183004911,,
20183004910,,
20183004909,,
20183004907,,
20183004899,,
20183004898,,
20183004897,,
20183004896,,
20183004895,,
20183004893,,
20183004888,Client Recess,2 - Keep bank account. Same dip
20183004887,,
20183004885,,
20183004884,,
20183004880,,
20183004879,,
20183004878,,
20183004877,,
20183004876,,
20183004874,,
20183004873,,
20183004866,,
20183004868,,
20183004863,,
20183004862,,
20183004861,,
20183004860,,
20183004850,,
20183004848,,
20183004846,,
20183004844,,
20183004841,,
20183004839,,
20183004838,,
20183004836,,
20183004833,,
20183004835,,
20183004832,,
20183004831,,
20183004828,,
20183004825,,
20183004823,,
20183004820,,
20183004819,,
20183004818,,
20183004817,,
20183004816,,
20183004815,,
20183004812,,
20183004808,,
20183004807,,
20183004806,,
20183004805,,
20183004804,,
20183004799,,
20183004798,,
20183004797,,
20183004795,,
20183004794,,
20183004791,,
20183004789,,
20183004788,,
20183004787,,
20183004784,,
20183004783,,
20183004781,,
20183004776,,
20183004777,,
20183004775,,
20183004774,,
20183004773,,
20183004770,,
20183004767,,
20183004766,,
20183004765,,
20183004763,,
20183004760,,
20183004759,,
20183004758,,
20183004756,,
20183004755,,
20183004754,,
20183004753,,
20183004752,,
20183004749,,
20183004747,,
20183004746,,
20183004744,,
20183004743,,
20183004741,,
20183004740,,
20183004739,,
20183004738,,
20183004732,,
20183004731,,
20183004730,,
20183004727,,
20183004725,,
20183004721,,
20183004720,,
20183004719,,
20183004714,,
20183004709,,
20183004708,,
20183004707,,
20183004703,,
20183004702,,
20183004699,,
20183004698,,
20183004694,,
20183004689,,
20183004688,,
20183004687,,
20183004686,,
20183004684,,
20183004682,,
20183004680,,
20183004674,,
20183004675,,
20183004670,,
20183004668,,
20183004666,,
20183004665,,
20183004663,,
20183004661,,
20183004660,,
20183004659,,
20183004658,,
20183004657,,
20183004652,,
20183004651,,
20183004650,,
20183004648,,
20183004647,,
20183004643,,
20183004641,Inheritance,
20183004640,,
20183004639,,
20183004638,,
20183004637,,
20183004636,,
20183004635,,
20183004633,,
20183004631,,
20183004626,,
20183004622,,
20183004618,,
20183004620,,
20183004616,,
20183004615,,
20183004613,,
20183004610,,
20183004607,,
20183004606,,
20183004605,,
20183004604,,
20183004601,,
20183004599,,
20183004598,,
20183004596,,
20183004592,,
20183004591,,
20183004587,,
20183004577,,
20183004576,,
20183004574,,
20183004571,,
20183004568,,
20183004566,,
20183004561,,
20183004560,,
20183004555,,
20183004553,,
20183004552,,
20183004548,,
20183004545,,
20183004543,,
20183004542,,
20183004541,,
20183004540,,
20183004535,,
20183004528,,
20183004527,,
20183004526,,
20183004519,,
20183004525,,
20183004517,,
20183004516,,
20183004515,,
20183004514,,
20183004513,,
20183004511,,
20183004510,,
20183004509,,
20183004508,,
20183004505,,
20183004504,,
20183004503,,
20183004499,,
20183004496,,
20183004492,,
20183004487,,
20183004481,,
20183004476,,
20183004475,,
20183004472,,
20183004470,,
20183004466,,
20183004465,,
20183004464,,
20183004463,,
20183004458,,
20183004454,,
20183004451,,
20183004449,,
20183004448,,
20183004447,,
20183004446,,
20183004445,,
20183004444,,
20183004442,,
20183004441,,
20183004440,,
20183004438,,
20183004437,,
20183004435,,
20183004436,,
20183004434,,
20183004433,,
20183004431,,
20183004429,,
20183004428,,
20183004423,,
20183004421,,
20183004418,,
20183004417,,
20183004413,,
20183004409,,
20183004408,,
20183004407,,
20183004406,,
20183004405,,
20183004404,,
20183004402,,
20183004400,,
20183004397,,
20183004395,,
20183004389,,
20183004386,,
20183004383,,
20183004381,,
20183004380,,
20183004379,,
20183004376,,
20183004375,,
20183004374,,
20183004371,,
20183004370,,
20183004366,,
20183004369,,
20183004363,,
20183004359,,
20183004354,,
20183004352,,
20183004351,,
20183004350,,
20183004346,,
20183004344,,
20183004341,,
20183004338,,
20183004336,,
20183004335,,
20183004332,,
20183004333,,
20183004327,,
20183004323,,
20183004320,,
20183004319,,
20183004311,,
20183004310,,
20183004307,,
20183004305,,
20183004300,,
20183004295,,
20183004292,,
20183004289,,
20183004287,,
20183004285,,
20183004283,,
20183004276,,
20183004275,,
20183004274,Client Recess,
20183004271,,
20183004266,,
20183004269,,
20183004259,,
20183004254,,
20183004253,,
20183004252,,
20183004248,,
20183004251,,
20183004247,,
20183004245,,
20183004243,,
20183004242,,
20183004240,,
20183004239,,
20183004238,,
20183004235,,
20183004234,,
20183004233,,
20183004229,,
20183004226,,
20183004224,,
20183004223,,
20183004222,,
20183004221,,
20183004220,,
20183004218,,
20183004217,,
20183004216,,
20183004215,,
20183004214,,
20183004206,,
20183004204,,
20183004203,,
20183004202,,
20183004201,,
20183004200,,
20183004196,,
20183004198,,
20183004195,,
20183004193,,
20183004187,,
20183004185,,
20183004183,,
20183004182,,
20183004181,,
20183004180,,
20183004178,,
20183004177,,
20183004176,,
20183004175,,
20183004174,,
20183004172,,
20183004168,,
20183004166,,
20183004164,,
20183004162,,
20183004160,,
20183004159,,
20183004156,,
20183004155,,
20183004154,,
20183004153,,
20183004152,,
20183004148,,
20183004146,,
20183004145,,
20183004143,,
20183004142,,
20183004139,,
20183004138,,
20183004130,,
20183004133,,
20183004123,,
20183004120,,
20183004119,,
20183004117,,
20183004116,,
20183004111,,
20183004110,,
20183004106,,
20183004109,,
20183004105,,
20183004104,,
20183004103,,
20183004100,,
20183004098,,
20183004097,,
20183004096,,
20183004095,,
20183004094,,
20183004092,,
20183004091,,
20183004090,,
20183004089,,
20183004087,,
20183004083,,
20183004081,,
20183004080,,
20183004079,,
20183004078,,
20183004076,,
20183004074,,
20183004075,,
20183004072,,
20183004071,,
20183004070,,
20183004069,,
20183004067,,
20183004066,,
20183004063,,
20183004054,,
20183004048,,
20183004052,,
20183004042,,
20183004041,,
20183004036,,
20183004035,,
20183004034,,
20183004032,,
20183004024,,
20183004023,,
20183004022,,
20183004020,,
20183004017,,
20183004016,,
20183004011,,
20183004008,,
20183004007,,
20183004006,,
20183004005,,
20183003997,,
20183003996,,
20183003995,,
20183003992,,
20183003991,,
20183003989,,
20183003988,Bank Recess,1 - Client lost
20183003987,,
20183003986,,
20183003979,,
20183003977,,
20183003973,,
20183003972,,
20183003970,,
20183003967,,
20183003964,,
20183003961,,
20183003959,,
20183003958,,
20183003954,,
20183003953,,
20183003950,,
20183003947,,
20183003944,,
20183003943,,
20183003942,,
20183003941,,
20183003938,,
20183003937,,
20183003936,,
20183003932,,
20183003931,,
20183003929,,
20183003923,,
20183003922,,
20183003921,,
20183003920,,
20183003918,,
20183003916,,
20183003906,,
20183003905,,
20183003898,,
20183003897,,
20183003896,,
20183003895,,
20183003887,,
20183003885,,
20183003884,Client Recess,1 - Client lost
20183003883,,
20183003881,,
20183003880,,
20183003879,,
20183003878,,
20183003873,,
20183003871,,
20183003870,,
20183003868,,
20183003867,,
20183003866,,
20183003861,,
20183003860,,
20183003858,,
20183003853,,
20183003851,,
20183003849,,
20183003845,,
20183003843,,
20183003842,,
20183003840,,
20183003839,,
20183003836,,
20183003832,,
20183003833,,
20183003822,,
20183003818,,
20183003815,,
20183003814,,
20183003813,,
20183003812,,
20183003811,,
20183003810,,
20183003809,,
20183003806,,
20183003802,,
20183003805,,
20183003800,,
20183003799,,
20183003798,,
20183003797,,
20183003796,,
20183003794,,
20183003792,,
20183003791,,
20183003788,,
20183003787,,
20183003786,,
20183003785,,
20183003782,,
20183003777,,
20183003778,,
20183003776,,
20183003774,,
20183003772,,
20183003769,,
20183003768,,
20183003766,,
20183003765,,
20183003763,,
20183003758,,
20183003757,,
20183003756,,
20183003752,,
20183003755,,
20183003745,,
20183003743,,
20183003742,,
20183003739,,
20183003738,,
20183003737,,
20183003734,,
20183003736,,
20183003732,,
20183003730,,
20183003725,,
20183003724,,
20183003723,,
20183003720,,
20183003722,,
20183003719,,
20183003713,,
20183003712,,
20183003710,,
20183003707,,
20183003706,,
20183003704,,
20183003703,,
20183003702,,
20183003701,,
20183003699,,
20183003698,,
20183003693,,
20183003692,,
20183003689,,
20183003688,,
20183003686,,
20183003685,,
20183003676,,
20183003682,,
20183003675,,
20183003673,,
20183003669,,
20183003663,,
20183003665,,
20183003664,,
20183003661,,
20183003660,,
20183003659,,
20183003658,,
20183003655,,
20183003647,,
20183003656,,
20183003643,,
20183003642,,
20183003637,,
20183003636,,
20183003631,,
20183003628,,
20183003625,,
20183003623,,
20183003622,,
20183003620,,
20183003618,,
20183003612,,
20183003606,,
20183003604,,
20183003603,,
20183003601,,
20183003600,,
20183003599,,
20183003598,,
20183003597,,
20183003595,,
20183003593,,
20183003591,,
20183003590,,
20183003587,,
20183003583,,
20183003581,,
20183003578,,
20183003577,,
20183003575,,
20183003574,,
20183003571,,
20183003569,,
20183003567,,
20183003566,,
20183003564,,
20183003563,,
20183003562,,
20183003554,,
20183003553,,
20183003552,,
20183003550,,
20183003544,,
20183003543,,
20183003549,,
20183003542,,
20183003540,,
20183003538,,
20183003534,,
20183003533,,
20183003532,,
20183003531,,
20183003522,,
20183003516,,
20183003515,,
20183003513,,
20183003512,,
20183003511,,
20183003508,,
20183003503,,
20183003500,,
20183003496,,
20183003495,,
20183003489,,
20183003486,,
20183003485,,
20183003483,,
20183003482,,
20183003481,,
20183003477,,
20183003472,,
20183003469,,
20183003468,,
20183003467,,
20183003465,,
20183003462,,
20183003461,,
20183003460,,
20183003457,,
20183003452,,
20183003449,,
20183003445,,
20183003444,,
20183003442,,
20183003441,,
20183003438,,
20183003437,,
20183003435,,
20183003432,,
20183003431,,
20183003430,,
20183003428,,
20183003426,,
20183003425,,
20183003422,,
20183003421,,
20183003417,,
20183003416,,
20183003415,,
20183003412,,
20183003410,,
20183003407,,
20183003401,,
20183003398,,
20183003395,,
20183003392,,
20183003391,,
20183003390,,
20183003384,,
20183003382,,
20183003380,,
20183003379,,
20183003378,,
20183003377,,
20183003376,,
20183003373,,
20183003375,,
20183003366,,
20183003365,,
20183003362,,
20183003359,,
20183003358,,
20183003357,,
20183003355,,
20183003352,,
20183003351,,
20183003349,,
20183003345,,
20183003343,,
20183003342,,
20183003338,,
20183003336,,
20183003334,,
20183003329,,
20183003321,,
20183003319,,
20183003318,,
20183003317,,
20183003314,,
20183003311,,
20183003307,,
20183003306,,
20183003305,,
20183003303,,
20183003301,,
20183003300,,
20183003296,,
20183003294,,
20183003290,,
20183003289,,
20183003287,,
20183003285,,
20183003280,,
20183003279,,
20183003277,,
20183003275,,
20183003273,,
20183003272,,
20183003271,Bank Recess,1 - Client lost
20183003266,,
20183003267,,
20183003264,,
20183003262,,
20183003259,,
20183003258,,
20183003256,,
20183003255,,
20183003254,,
20183003251,,
20183003250,,
20183003249,,
20183003247,,
20183003244,,
20183003243,,
20183003242,,
20183003241,,
20183003240,,
20183003237,,
20183003236,,
20183003230,,
20183003229,,
20183003227,,
20183003226,,
20183003224,,
20183003222,,
20183003219,,
20183003221,,
20183003218,,
20183003216,,
20183003215,,
20183003213,,
20183003210,,
20183003209,,
20183003208,,
20183003204,,
20183003203,,
20183003201,,
20183003198,,
20183003197,,
20183003192,,
20183003188,,
20183003181,,
20183003179,,
20183003177,,
20183003174,,
20183003173,,
20183003171,,
20183003169,,
20183003168,,
20183003163,,
20183003162,,
20183003161,,
20183003160,,
20183003157,,
20183003156,,
20183003153,,
20183003155,,
20183003151,,
20183003144,,
20183003143,,
20183003140,,
20183003139,,
20183003136,,
20183003134,,
20183003131,,
20183003130,,
20183003128,,
20183003123,,
20183003118,,
20183003113,,
20183003110,,
20183003109,,
20183003106,,
20183003105,,
